37,39.2,21.6,21.6,29.849999999999998
78.2,83,44.4,44.4,62.5
88.4,95.6,68.60000000000001,68.60000000000001,80.3
95,96.8,91.8,91.8,93.85
95.6,96.8,95.8,95.8,96
95.6,96.8,95.8,95.8,96
95.6,96.8,95.8,95.8,96
95.6,96.8,95.8,95.8,96
95.6,96.8,95.8,95.8,96
95.6,96.8,95.8,95.8,96
